1,177,34.169757303403316
2,354,25.243026101139694
3,531,22.416375748708525
4,708,21.79315390808595
5,885,21.298784956645687
6,1062,21.428286220937302
7,1239,22.001949567004196
8,1416,241.18215430712945
9,1593,148.1485065151959
10,1770,128.36878644492512
11,1947,129.11391667393156
12,2124,128.65996566960052
13,2301,132.6474382355771
14,2478,133.1672524162216
15,2655,137.61970924368012
16,2832,133.85825930930847
17,3009,127.46728095259577
18,3186,131.18666331944624
19,3363,130.76029842450257
20,3540,123.5727505383591
21,3717,118.79457555398417
22,3894,130.7436607353449
23,4071,125.31965628449863
24,4248,131.1688041224585
25,4425,123.19522722984375
26,4602,139.64152231468003
27,4779,124.4728353179258
28,4956,126.74168381316488
29,5133,126.86672859069014
30,5310,119.55813973220953
31,5487,127.49308001964505
32,5664,127.49337243622524
33,5841,131.3811774657973
34,6018,133.85621287355082
35,6195,126.78598720104098
36,6372,141.66780189032258
37,6549,130.06014748770596
38,6726,132.36695539642417
39,6903,135.46249453625094
40,7080,136.99257882571678
41,7257,135.1508298998795
42,7434,132.94275260235096
43,7611,132.27647138811983
44,7788,136.32044280478465
45,7965,141.51217516086862
46,8142,133.26837037162835
47,8319,138.1858450834821
48,8496,135.93399654828156
49,8673,135.71964264198712
50,8850,136.74029690630215
51,9027,134.62817715247547
52,9204,135.19432497052068
53,9381,145.1057295327424
54,9558,137.25882702889427
55,9735,148.64527431089022
56,9912,142.60018563493242
57,10089,140.5430170575811
58,10266,148.61454291229953
59,10443,131.3056359181553
60,10620,134.29963985860277
61,10797,147.51676544424436
62,10974,147.0520094488899
63,11151,133.4379538153666
64,11328,147.52266811769817
65,11505,141.32560381001875
66,11682,143.9638927524707
67,11859,151.97061132973778
68,12036,137.95187669451462
69,12213,161.68735369429572
70,12390,176.67068854691266
71,12567,255.74291227769646
72,12744,175.9131729539177
73,12921,168.85397867775598
74,13098,208.05558176583213
75,13275,143.53553428135987
76,13452,285.4838740847972
77,13629,193.07245666176635
78,13806,167.43687015100687
79,13983,369.093150988405
80,14160,189.91086846073821
81,14337,144.7157045963171
82,14514,167.69890778374364
83,14691,151.84880126798117
84,14868,258.70692957211213
85,15045,330.17818147624297
86,15222,230.31252812852966
87,15399,204.8632677815624
88,15576,198.9662441480404
89,15753,318.80785898565773
90,15930,259.2032668977481
91,16107,345.8347822472117
92,16284,893.3354829451653
93,16461,468.6406920371305
94,16638,388.57221212710857
95,16815,914.7857091293533
96,16992,320.3929758441553
97,17169,925.9685206834354
98,17346,264.01143228085635
99,17523,292.9525384335632
100,17700,334.61852877756644
